Person_Age,Person_Income,Person_Home_Ownership,Person_Emp_Length,Loan_Intent,Loan_Grade,Loan_Amnt,Loan_Int_Rate,Loan_Status,Loan_Percent_Income,Cb_Person_Default_On_File,Cb_Person_Cred_Hist_Length
22,15360.0,OWN,7,HOMEIMPROVEMENT,B,2500.0,12.53,1,0.16,0,3
25,134300.0,RENT,3,MEDICAL,D,5000.0,16.49,1,0.03,0,2
25,170000.0,MORTGAGE,2,EDUCATION,A,20000.0,7.49,0,0.12,0,2
22,100580.0,RENT,6,DEBTCONSOLIDATION,D,25000.0,14.96,1,0.25,1,2
25,113000.0,RENT,7,MEDICAL,C,25000.0,12.73,0,0.22,1,4
24,120000.0,RENT,8,EDUCATION,B,25000.0,10.65,0,0.21,0,4
25,120000.0,RENT,6,MEDICAL,B,25000.0,10.74,0,0.21,0,2
23,120000.0,RENT,7,EDUCATION,B,25000.0,9.99,0,0.21,0,2
24,91800.0,RENT,5,MEDICAL,D,25000.0,15.33,1,0.23,1,2
21,15600.0,OWN,5,VENTURE,A,1000.0,7.29,0,0.06,0,4
26,108000.0,RENT,2,PERSONAL,D,25000.0,15.05,1,0.23,0,3
26,129996.0,RENT,6,PERSONAL,B,25000.0,10.75,0,0.19,0,3
23,130000.0,RENT,4,EDUCATION,D,25000.0,16.02,0,0.19,1,2
23,130000.0,RENT,7,VENTURE,B,25000.0,11.49,0,0.19,0,4
25,170000.0,OWN,4,EDUCATION,B,20000.0,12.53,0,0.12,0,4
26,170000.0,MORTGAGE,0,VENTURE,C,12000.0,13.57,0,0.07,1,2
22,169000.0,RENT,1,PERSONAL,B,14000.0,11.14,0,0.08,0,3
26,168750.0,RENT,10,MEDICAL,C,24250.0,12.87,0,0.14,1,3
23,168600.0,RENT,3,EDUCATION,B,20000.0,11.58,0,0.12,0,3
24,168288.0,RENT,5,HOMEIMPROVEMENT,B,1800.0,11.12,0,0.01,0,3
25,168000.0,MORTGAGE,2,PERSONAL,B,29800.0,10.65,0,0.21,0,2
24,133300.0,RENT,6,DEBTCONSOLIDATION,B,25000.0,10.37,0,0.19,0,2
24,15600.0,OWN,5,HOMEIMPROVEMENT,A,3300.0,6.39,1,0.21,0,4
24,134000.0,RENT,8,PERSONAL,D,25000.0,16.07,0,0.19,1,3
25,134000.0,RENT,7,MEDICAL,B,25000.0,10.62,0,0.19,0,2
25,15600.0,OWN,0,VENTURE,F,3200.0,18.09,1,0.21,0,2
25,135000.0,RENT,5,EDUCATION,B,25000.0,11.36,0,0.19,0,4
26,135660.0,RENT,10,DEBTCONSOLIDATION,B,25000.0,12.53,0,0.18,0,4
25,145000.0,RENT,0,EDUCATION,B,25000.0,9.99,0,0.17,0,4
23,150000.0,RENT,4,EDUCATION,B,25000.0,10.36,0,0.17,0,3
23,165000.0,MORTGAGE,3,EDUCATION,A,9600.0,5.99,0,0.06,0,3
22,153000.0,MORTGAGE,5,DEBTCONSOLIDATION,D,24000.0,15.62,1,0.16,1,2
24,165000.0,MORTGAGE,5,PERSONAL,B,20000.0,10.37,0,0.12,0,4
25,165000.0,MORTGAGE,0,HOMEIMPROVEMENT,F,25000.0,19.74,0,0.15,0,4
21,165000.0,MORTGAGE,5,EDUCATION,A,20000.0,6.91,0,0.12,0,4
23,16000.0,OWN,7,MEDICAL,A,6000.0,7.9,1,0.38,0,2
23,16000.0,MORTGAGE,3,DEBTCONSOLIDATION,C,2275.0,13.06,0,0.14,1,4
23,16000.0,OWN,7,PERSONAL,A,2000.0,6.39,0,0.13,0,3
23,148000.0,RENT,1,DEBTCONSOLIDATION,E,25000.0,14.93,1,0.17,0,3
23,16000.0,MORTGAGE,1,MEDICAL,C,5600.0,12.84,1,0.35,0,4
24,16020.0,OWN,3,VENTURE,E,3625.0,17.14,1,0.23,1,2
22,16094.0,MORTGAGE,2,VENTURE,A,5500.0,7.14,1,0.34,0,3
25,175000.0,RENT,2,PERSONAL,A,25000.0,8.9,0,0.14,0,2
22,16200.0,OWN,6,PERSONAL,B,2000.0,12.42,0,0.12,0,3
24,185000.0,RENT,7,HOMEIMPROVEMENT,C,25000.0,12.68,0,0.14,1,2
25,162000.0,RENT,9,PERSONAL,C,25000.0,11.03,0,0.15,0,2
26,161000.0,RENT,10,VENTURE,A,29800.0,7.9,0,0.19,0,4
22,160000.0,MORTGAGE,0,MEDICAL,B,29800.0,10.65,0,0.22,0,4
25,225000.0,RENT,5,VENTURE,B,25000.0,11.86,0,0.11,0,4
25,16400.0,OWN,1,PERSONAL,A,5000.0,8.94,1,0.3,0,4
23,16500.0,OWN,6,VENTURE,B,4375.0,9.63,1,0.27,0,4
25,49500.0,RENT,6,PERSONAL,C,24750.0,14.22,1,0.5,0,3
23,60000.0,RENT,4,DEBTCONSOLIDATION,B,24750.0,9.33,1,0.41,0,3
24,84200.0,RENT,8,MEDICAL,C,24500.0,13.85,0,0.29,0,4
22,16800.0,MORTGAGE,5,EDUCATION,B,2000.0,10.65,0,0.12,0,2
24,92000.0,RENT,8,MEDICAL,B,24500.0,11.46,0,0.27,0,4
23,160000.0,MORTGAGE,5,PERSONAL,A,29800.0,7.66,0,0.22,0,2
24,160000.0,MORTGAGE,9,VENTURE,E,12000.0,16.77,0,0.07,0,4
25,160000.0,MORTGAGE,1,PERSONAL,B,12000.0,9.63,0,0.07,0,4
26,160000.0,RENT,6,PERSONAL,C,25000.0,12.23,0,0.16,1,4
25,125800.0,MORTGAGE,0,MEDICAL,D,10000.0,14.09,1,0.07,0,4
25,54000.0,RENT,2,PERSONAL,C,24250.0,13.98,1,0.45,0,4
23,62500.0,RENT,1,EDUCATION,B,24250.0,10.62,1,0.39,0,4
24,16800.0,MORTGAGE,4,DEBTCONSOLIDATION,A,3900.0,7.49,1,0.23,0,3
25,68400.0,RENT,9,PERSONAL,E,24250.0,17.56,1,0.35,0,4
26,56045.0,RENT,1,MEDICAL,D,24250.0,14.96,1,0.37,0,2
22,74000.0,RENT,7,DEBTCONSOLIDATION,D,24250.0,15.65,1,0.33,1,2
24,65453.0,RENT,9,MEDICAL,D,24250.0,15.7,1,0.31,0,2
24,89908.0,RENT,1,VENTURE,B,24250.0,12.53,0,0.27,0,3
26,78000.0,RENT,0,HOMEIMPROVEMENT,E,24250.0,17.56,1,0.31,1,3
23,100000.0,RENT,0,PERSONAL,C,24250.0,12.87,0,0.24,1,2
23,103000.0,RENT,6,PERSONAL,D,24250.0,15.7,0,0.24,0,2
25,160000.0,MORTGAGE,2,EDUCATION,A,9000.0,7.49,0,0.06,0,3
25,160000.0,OWN,5,VENTURE,B,15000.0,11.14,0,0.09,0,4
24,160000.0,MORTGAGE,3,VENTURE,D,20000.0,16.0,0,0.13,0,3
23,160000.0,MORTGAGE,2,EDUCATION,D,25000.0,15.65,0,0.16,1,2
26,160000.0,MORTGAGE,0,DEBTCONSOLIDATION,C,13750.0,13.48,0,0.09,0,4
21,160000.0,MORTGAGE,3,VENTURE,D,15250.0,15.31,0,0.1,1,4
25,160000.0,MORTGAGE,3,VENTURE,C,20000.0,13.47,0,0.13,1,2
22,16800.0,MORTGAGE,0,HOMEIMPROVEMENT,C,4750.0,13.85,1,0.28,1,2
25,111996.0,RENT,9,PERSONAL,D,24250.0,15.31,0,0.22,0,3
21,16800.0,MORTGAGE,0,VENTURE,B,6000.0,10.39,1,0.36,0,4
25,115200.0,RENT,0,HOMEIMPROVEMENT,B,24250.0,11.36,0,0.21,0,2
23,144000.0,RENT,0,EDUCATION,B,24250.0,11.83,0,0.17,0,3
23,225000.0,RENT,3,EDUCATION,B,24250.0,12.53,0,0.08,0,3
22,108000.0,RENT,1,HOMEIMPROVEMENT,D,24150.0,14.96,1,0.22,1,3
22,43000.0,RENT,7,DEBTCONSOLIDATION,C,24000.0,13.85,1,0.56,1,3
23,47004.0,RENT,1,VENTURE,B,24000.0,11.58,1,0.51,0,4
24,48000.0,RENT,4,VENTURE,D,24000.0,16.29,1,0.5,1,2
26,48000.0,RENT,4,MEDICAL,A,24000.0,7.49,1,0.5,0,3
21,44964.0,RENT,2,EDUCATION,D,24000.0,16.29,1,0.53,1,2
25,52000.0,RENT,4,PERSONAL,B,24000.0,10.74,1,0.46,0,2
22,17352.0,MORTGAGE,4,EDUCATION,C,2250.0,15.27,0,0.13,1,3
24,47000.0,RENT,3,PERSONAL,F,24000.0,17.8,1,0.51,0,2
22,17400.0,MORTGAGE,6,VENTURE,B,1000.0,11.36,0,0.06,0,2
22,49000.0,RENT,2,MEDICAL,E,24000.0,17.56,1,0.49,0,4
26,60000.0,RENT,0,PERSONAL,A,24000.0,7.9,1,0.4,0,4
25,60000.0,RENT,3,PERSONAL,B,24000.0,10.99,1,0.4,0,4
22,60000.0,RENT,0,PERSONAL,A,24000.0,7.29,1,0.4,0,3
21,60000.0,RENT,5,MEDICAL,B,24000.0,10.75,1,0.4,0,2
26,62004.0,RENT,9,DEBTCONSOLIDATION,A,24000.0,7.9,1,0.39,0,3
22,62400.0,RENT,3,EDUCATION,D,24000.0,14.84,1,0.38,0,2
26,65000.0,RENT,10,DEBTCONSOLIDATION,A,24000.0,7.49,1,0.37,0,2
22,17760.0,MORTGAGE,6,EDUCATION,C,4975.0,13.48,1,0.28,1,3
23,59000.0,RENT,5,DEBTCONSOLIDATION,E,24000.0,19.69,1,0.41,1,2
23,66000.0,RENT,6,VENTURE,A,24000.0,7.49,1,0.36,0,4
24,60000.0,RENT,0,VENTURE,D,24000.0,14.96,1,0.4,0,4
25,66143.0,RENT,9,EDUCATION,A,24000.0,6.99,1,0.36,0,3
22,62250.0,RENT,3,PERSONAL,E,24000.0,16.45,1,0.39,1,4
24,70000.0,RENT,8,EDUCATION,B,24000.0,10.99,1,0.34,0,4
23,74000.0,RENT,7,DEBTCONSOLIDATION,B,24000.0,10.99,1,0.32,0,2
22,18000.0,OWN,3,PERSONAL,A,3000.0,7.9,1,0.17,0,4
22,75000.0,RENT,6,EDUCATION,B,24000.0,12.69,1,0.32,0,4
24,75000.0,RENT,9,MEDICAL,B,24000.0,10.37,1,0.32,0,3
24,75000.0,RENT,7,HOMEIMPROVEMENT,C,24000.0,13.48,1,0.32,0,3
26,69000.0,RENT,0,DEBTCONSOLIDATION,F,24000.0,15.83,1,0.35,0,3
23,78000.0,RENT,4,PERSONAL,C,24000.0,13.92,1,0.31,0,3
22,18000.0,OWN,4,VENTURE,B,2000.0,11.49,0,0.11,0,3
24,80000.0,RENT,2,MEDICAL,B,24000.0,10.25,0,0.3,0,2
22,18000.0,OWN,1,HOMEIMPROVEMENT,A,3500.0,7.49,1,0.19,0,4
23,18000.0,OWN,3,EDUCATION,A,4000.0,5.99,1,0.22,0,2
23,74700.0,RENT,6,PERSONAL,D,24000.0,12.92,1,0.32,0,2
26,88596.0,RENT,3,PERSONAL,B,24000.0,11.58,0,0.27,0,3
25,95000.0,RENT,4,EDUCATION,A,24000.0,8.9,0,0.25,0,2
22,83000.0,RENT,6,DEBTCONSOLIDATION,E,24000.0,19.69,1,0.29,0,3
25,95000.0,RENT,9,VENTURE,A,24000.0,6.54,0,0.25,0,4
21,18000.0,OWN,3,HOMEIMPROVEMENT,D,4900.0,14.54,1,0.27,1,4
21,18000.0,OWN,4,EDUCATION,B,5000.0,11.11,1,0.28,0,2
26,100000.0,RENT,5,PERSONAL,C,24000.0,12.73,0,0.24,0,4
24,110000.0,RENT,7,VENTURE,D,24000.0,15.62,0,0.22,0,4
24,18000.0,OWN,0,HOMEIMPROVEMENT,A,6250.0,6.54,1,0.35,0,4
22,98000.0,RENT,7,DEBTCONSOLIDATION,F,24000.0,18.535,1,0.24,1,2
26,103872.0,RENT,6,DEBTCONSOLIDATION,G,24000.0,20.03,1,0.23,0,4
22,120000.0,RENT,4,EDUCATION,B,24000.0,9.91,0,0.2,0,4
24,120000.0,RENT,1,VENTURE,B,24000.0,12.69,0,0.2,0,4
26,108000.0,RENT,9,EDUCATION,G,24000.0,20.16,1,0.22,0,3
24,124080.0,RENT,4,PERSONAL,D,24000.0,16.49,0,0.19,1,4
23,18000.0,MORTGAGE,1,MEDICAL,D,2500.0,15.95,1,0.14,0,2
24,130000.0,RENT,7,DEBTCONSOLIDATION,B,24000.0,11.49,0,0.18,0,3
25,135000.0,RENT,8,PERSONAL,B,24000.0,10.99,0,0.18,0,2
24,135000.0,RENT,4,HOMEIMPROVEMENT,C,24000.0,13.79,0,0.18,0,2
23,114750.0,RENT,2,MEDICAL,G,24000.0,20.03,1,0.18,1,3
23,150000.0,RENT,0,EDUCATION,A,24000.0,7.49,0,0.16,0,4
23,138000.0,RENT,7,DEBTCONSOLIDATION,D,24000.0,16.0,1,0.17,1,2
24,18000.0,OWN,6,PERSONAL,A,13000.0,7.88,1,0.72,0,3
21,18000.0,OWN,0,VENTURE,B,6250.0,10.62,1,0.35,0,4
26,155000.0,RENT,7,DEBTCONSOLIDATION,B,24000.0,10.99,0,0.15,0,4
26,148000.0,RENT,1,EDUCATION,F,24000.0,18.3,1,0.16,0,2
26,170000.0,RENT,3,DEBTCONSOLIDATION,C,24000.0,13.48,0,0.14,1,2
21,18000.0,OWN,1,PERSONAL,B,2500.0,11.36,0,0.14,0,3
24,43896.0,RENT,8,HOMEIMPROVEMENT,B,23975.0,10.99,1,0.55,0,2
23,120000.0,RENT,4,MEDICAL,C,23750.0,13.47,0,0.2,0,2
24,54996.0,RENT,2,PERSONAL,B,23600.0,11.89,1,0.43,0,3
24,18000.0,MORTGAGE,0,DEBTCONSOLIDATION,B,10000.0,12.18,1,0.56,0,2
25,102000.0,RENT,9,DEBTCONSOLIDATION,C,23600.0,13.49,0,0.23,0,4
23,75000.0,RENT,3,PERSONAL,E,23575.0,14.5,1,0.31,0,4
22,18000.0,OWN,2,MEDICAL,C,4000.0,13.48,1,0.22,0,2
22,18000.0,OWN,1,MEDICAL,D,5400.0,15.31,1,0.3,1,2
25,18000.0,MORTGAGE,1,MEDICAL,B,4000.0,10.99,1,0.22,0,3
21,18000.0,OWN,5,VENTURE,B,3375.0,10.99,1,0.19,0,2
22,66960.0,RENT,1,VENTURE,A,23400.0,7.49,1,0.35,0,2
22,43385.0,RENT,7,PERSONAL,C,23000.0,13.48,1,0.53,0,3
25,56544.0,RENT,3,EDUCATION,B,23000.0,10.99,1,0.41,0,2
23,60000.0,RENT,2,VENTURE,B,23000.0,12.18,1,0.38,0,4
24,18000.0,MORTGAGE,3,VENTURE,C,1200.0,11.34,0,0.07,1,4
25,63208.0,RENT,9,EDUCATION,B,23000.0,9.91,1,0.36,0,3
24,65000.0,RENT,0,HOMEIMPROVEMENT,B,23000.0,11.99,1,0.35,0,4
23,68000.0,RENT,7,EDUCATION,B,23000.0,9.62,1,0.34,0,2
22,18000.0,OWN,1,DEBTCONSOLIDATION,B,3000.0,9.96,1,0.17,0,3
25,80000.0,RENT,9,VENTURE,C,23000.0,13.48,0,0.29,0,2
24,88000.0,RENT,1,VENTURE,D,23000.0,14.54,1,0.26,0,2
22,58600.0,RENT,5,MEDICAL,B,22750.0,11.36,1,0.39,0,4
23,70000.0,RENT,7,DEBTCONSOLIDATION,C,22500.0,14.27,1,0.32,0,2
24,18287.0,OWN,3,HOMEIMPROVEMENT,B,3000.0,11.99,1,0.16,0,3
26,69846.0,RENT,2,EDUCATION,F,22500.0,18.99,1,0.32,1,2
24,73000.0,RENT,0,VENTURE,E,22400.0,16.7,1,0.31,1,4
24,18500.0,MORTGAGE,8,PERSONAL,A,5000.0,9.32,1,0.27,0,3
23,35000.0,RENT,2,DEBTCONSOLIDATION,B,22250.0,12.69,1,0.64,0,3
25,43000.0,RENT,9,HOMEIMPROVEMENT,C,22000.0,13.11,1,0.51,0,2
25,52000.0,RENT,4,PERSONAL,B,22000.0,10.74,1,0.42,0,2
21,18701.0,MORTGAGE,0,PERSONAL,D,4200.0,14.11,1,0.22,1,4
22,57000.0,RENT,6,EDUCATION,B,22000.0,9.63,1,0.39,0,3
25,58000.0,RENT,0,MEDICAL,C,22000.0,14.65,1,0.38,0,2
23,60000.0,RENT,6,DEBTCONSOLIDATION,B,22000.0,10.25,1,0.37,0,4
24,60000.0,RENT,3,VENTURE,C,22000.0,14.26,1,0.37,1,2
25,18840.0,MORTGAGE,5,EDUCATION,B,3000.0,9.91,1,0.16,0,2
26,56000.0,RENT,7,MEDICAL,E,22000.0,17.19,1,0.39,0,3
22,70000.0,RENT,3,EDUCATION,B,22000.0,11.36,1,0.31,0,4
22,66000.0,RENT,1,EDUCATION,F,22000.0,18.535,1,0.33,0,2
23,74064.0,RENT,3,DEBTCONSOLIDATION,B,22000.0,10.59,0,0.3,0,3
24,76597.0,RENT,5,EDUCATION,B,22000.0,9.25,0,0.29,0,2
22,19000.0,OWN,6,MEDICAL,A,3625.0,8.49,1,0.19,0,3
26,77000.0,RENT,0,VENTURE,A,22000.0,6.54,0,0.29,0,3
21,19000.0,OWN,5,MEDICAL,A,6000.0,8.49,1,0.32,0,3
24,80000.0,RENT,0,MEDICAL,A,22000.0,7.49,0,0.28,0,4
26,82600.0,RENT,10,VENTURE,B,22000.0,12.69,0,0.27,0,2
24,19000.0,OWN,3,MEDICAL,C,7400.0,13.85,1,0.39,0,2
25,19000.0,OWN,3,DEBTCONSOLIDATION,A,4000.0,7.4,1,0.21,0,3
23,84000.0,RENT,3,DEBTCONSOLIDATION,B,22000.0,11.71,0,0.26,0,4
25,77650.0,RENT,8,PERSONAL,B,22000.0,11.48,1,0.28,0,3
25,82000.0,RENT,1,EDUCATION,E,22000.0,17.51,1,0.27,0,2
21,19012.0,MORTGAGE,0,DEBTCONSOLIDATION,D,3500.0,14.61,1,0.18,0,3
23,99996.0,RENT,3,DEBTCONSOLIDATION,A,22000.0,7.88,0,0.22,0,4
23,110000.0,RENT,0,PERSONAL,B,22000.0,10.99,0,0.2,0,3
22,19200.0,MORTGAGE,6,PERSONAL,B,4950.0,11.71,1,0.26,0,2
25,57000.0,RENT,4,PERSONAL,B,21700.0,11.99,1,0.38,0,2
24,54000.0,RENT,5,VENTURE,C,21600.0,13.49,1,0.4,0,2
23,56000.0,RENT,8,MEDICAL,G,21600.0,21.21,1,0.39,1,4
26,63000.0,RENT,2,DEBTCONSOLIDATION,C,21600.0,14.35,1,0.34,1,3
22,82000.0,RENT,3,PERSONAL,C,21600.0,13.61,0,0.26,1,3
22,78000.0,RENT,6,DEBTCONSOLIDATION,B,21600.0,11.26,1,0.28,0,3
22,19200.0,OWN,0,VENTURE,B,2400.0,10.59,0,0.13,0,3
24,112140.0,RENT,8,MEDICAL,A,21600.0,7.9,0,0.19,0,2
24,19200.0,MORTGAGE,4,HOMEIMPROVEMENT,A,7000.0,5.99,1,0.36,0,4
25,19200.0,OWN,4,EDUCATION,B,3000.0,11.99,1,0.16,0,4
24,59000.0,RENT,5,MEDICAL,D,21500.0,16.89,1,0.36,0,3
24,70000.0,RENT,5,HOMEIMPROVEMENT,B,21500.0,9.99,1,0.31,0,3
24,116000.0,RENT,5,EDUCATION,D,21500.0,15.33,0,0.19,1,3
25,60000.0,RENT,5,EDUCATION,A,21450.0,7.29,1,0.36,0,4
22,31000.0,RENT,5,DEBTCONSOLIDATION,B,21250.0,12.42,1,0.69,0,3
25,47052.0,RENT,5,VENTURE,B,21250.0,10.99,1,0.45,0,2
25,51060.0,RENT,9,VENTURE,A,21250.0,6.91,1,0.42,0,2
22,19200.0,MORTGAGE,6,DEBTCONSOLIDATION,C,5000.0,14.17,1,0.26,1,2
22,53000.0,RENT,3,MEDICAL,B,21250.0,10.25,1,0.4,0,3
26,19200.0,OWN,0,EDUCATION,B,9250.0,10.99,1,0.48,0,2
24,56000.0,RENT,8,VENTURE,D,21250.0,15.95,1,0.38,1,3
24,65000.0,RENT,4,EDUCATION,D,21250.0,15.95,1,0.33,1,4
21,35000.0,RENT,3,VENTURE,B,21000.0,12.53,1,0.6,0,4
22,19200.0,MORTGAGE,6,HOMEIMPROVEMENT,D,1400.0,14.91,1,0.07,1,4
23,19200.0,MORTGAGE,7,MEDICAL,A,3000.0,7.49,1,0.16,0,4
26,40000.0,RENT,3,MEDICAL,A,21000.0,6.54,1,0.53,0,4
25,19200.0,OWN,2,VENTURE,B,1000.0,10.99,0,0.05,0,3
26,42000.0,RENT,0,MEDICAL,F,21000.0,17.26,1,0.5,1,4
23,63000.0,RENT,2,MEDICAL,B,21000.0,11.36,1,0.33,0,2
26,19200.0,MORTGAGE,5,VENTURE,A,4000.0,7.51,1,0.21,0,4
22,59000.0,RENT,2,PERSONAL,B,21000.0,10.71,1,0.36,0,3
22,70500.0,RENT,3,PERSONAL,C,21000.0,13.98,0,0.3,1,4
26,65219.0,RENT,11,DEBTCONSOLIDATION,D,21000.0,14.09,1,0.32,0,3
22,75000.0,RENT,2,EDUCATION,B,21000.0,10.0,0,0.28,0,3
22,19200.0,MORTGAGE,3,MEDICAL,D,5000.0,15.33,1,0.26,0,3
25,62047.0,RENT,9,MEDICAL,E,21000.0,16.32,1,0.29,1,4
24,79000.0,RENT,8,HOMEIMPROVEMENT,A,21000.0,7.9,0,0.27,0,2
23,80000.0,RENT,3,MEDICAL,B,21000.0,11.99,0,0.26,0,3
24,84000.0,RENT,8,MEDICAL,B,21000.0,10.75,0,0.25,0,4
26,85000.0,RENT,3,HOMEIMPROVEMENT,C,21000.0,13.92,0,0.25,0,3
22,93000.0,RENT,1,EDUCATION,B,21000.0,9.91,0,0.23,0,3
26,81000.0,RENT,10,EDUCATION,E,21000.0,16.95,1,0.26,1,3
26,97000.0,RENT,1,EDUCATION,A,21000.0,7.9,0,0.22,0,3
26,97000.0,RENT,3,EDUCATION,C,21000.0,13.48,0,0.22,1,3
25,100000.0,RENT,2,PERSONAL,D,21000.0,16.49,1,0.21,1,3
26,19200.0,OTHER,0,PERSONAL,C,7500.0,11.97,1,0.39,1,2
21,19253.0,MORTGAGE,4,DEBTCONSOLIDATION,A,6250.0,6.17,1,0.32,0,3
26,125000.0,RENT,5,HOMEIMPROVEMENT,A,21000.0,8.9,0,0.17,0,2
25,125000.0,RENT,9,EDUCATION,C,21000.0,12.99,0,0.17,1,3
23,82000.0,RENT,2,PERSONAL,B,20900.0,12.69,0,0.25,0,2
21,19500.0,MORTGAGE,0,EDUCATION,B,15000.0,9.64,1,0.77,0,2
26,50000.0,RENT,7,VENTURE,A,20500.0,7.49,1,0.41,0,3
23,70000.0,RENT,2,EDUCATION,C,20500.0,13.16,0,0.29,1,3
22,19800.0,OWN,1,EDUCATION,A,2100.0,8.38,0,0.11,0,4
23,54000.0,RENT,7,PERSONAL,A,20375.0,7.49,1,0.38,0,2
26,26000.0,RENT,10,EDUCATION,B,20050.0,9.76,1,0.77,0,2
24,33000.0,RENT,1,DEBTCONSOLIDATION,B,20000.0,10.99,1,0.61,0,3
23,20000.0,OWN,0,PERSONAL,B,5000.0,11.71,0,0.25,0,4
22,20000.0,OWN,6,PERSONAL,B,9250.0,10.65,0,0.46,0,4
24,35364.0,RENT,1,MEDICAL,B,20000.0,12.53,1,0.57,0,4
25,38000.0,RENT,4,MEDICAL,D,20000.0,14.59,1,0.53,0,4
23,32000.0,RENT,3,DEBTCONSOLIDATION,D,20000.0,12.61,1,0.63,0,4
25,38004.0,RENT,6,MEDICAL,C,20000.0,13.11,1,0.53,0,2
23,20000.0,MORTGAGE,2,MEDICAL,B,6400.0,10.65,0,0.32,0,4
25,38556.0,RENT,9,PERSONAL,C,20000.0,11.22,1,0.52,1,4
23,32900.0,RENT,1,EDUCATION,D,20000.0,16.0,1,0.61,0,2
25,34000.0,RENT,10,HOMEIMPROVEMENT,B,20000.0,8.88,1,0.59,0,4
24,40000.0,RENT,4,PERSONAL,B,20000.0,12.53,1,0.5,0,3
21,36000.0,RENT,5,MEDICAL,D,20000.0,15.31,1,0.56,1,2
26,20000.0,MORTGAGE,5,MEDICAL,A,4800.0,5.99,0,0.24,0,3
25,42000.0,RENT,2,EDUCATION,C,20000.0,13.47,1,0.48,0,4
22,42224.0,RENT,7,VENTURE,A,20000.0,6.99,1,0.47,0,4
25,20000.0,OWN,0,PERSONAL,D,5650.0,15.99,0,0.28,1,2
23,20000.0,MORTGAGE,7,EDUCATION,C,3625.0,13.48,0,0.18,1,3
22,37212.0,RENT,6,DEBTCONSOLIDATION,E,20000.0,16.69,1,0.54,0,3
25,38000.0,RENT,9,MEDICAL,B,20000.0,11.11,1,0.53,0,4
22,45000.0,RENT,0,EDUCATION,A,20000.0,7.9,1,0.44,0,4
23,45000.0,RENT,4,PERSONAL,B,20000.0,10.25,1,0.44,0,2
24,45000.0,RENT,8,MEDICAL,E,20000.0,16.82,1,0.44,0,2
23,20000.0,OWN,7,MEDICAL,A,1200.0,7.49,0,0.06,0,3
22,45000.0,RENT,1,DEBTCONSOLIDATION,C,20000.0,13.92,1,0.44,1,3
24,39000.0,RENT,5,MEDICAL,D,20000.0,14.74,1,0.51,0,2
24,46500.0,RENT,5,EDUCATION,B,20000.0,10.62,1,0.43,0,2
22,48000.0,RENT,7,VENTURE,B,20000.0,10.65,1,0.42,0,3
22,42000.0,RENT,1,PERSONAL,D,20000.0,12.99,1,0.48,0,3
22,48500.0,RENT,1,VENTURE,B,20000.0,11.36,1,0.41,0,4
22,20000.0,OWN,3,EDUCATION,A,7500.0,5.79,0,0.38,0,4
23,49400.0,RENT,0,EDUCATION,A,20000.0,6.54,1,0.4,0,4
25,20000.0,MORTGAGE,1,VENTURE,A,4000.0,5.79,0,0.2,0,2
25,50000.0,RENT,10,DEBTCONSOLIDATION,A,20000.0,7.49,1,0.4,0,3
25,50000.0,RENT,9,EDUCATION,C,20000.0,13.43,1,0.4,0,2
22,50000.0,RENT,6,DEBTCONSOLIDATION,C,20000.0,13.22,1,0.4,0,2
22,20000.0,OWN,1,VENTURE,C,5000.0,14.72,0,0.25,0,3
22,44000.0,RENT,2,EDUCATION,E,20000.0,15.68,1,0.45,0,4
24,50866.0,RENT,6,MEDICAL,B,20000.0,10.99,1,0.39,0,3
25,50950.0,RENT,5,HOMEIMPROVEMENT,B,20000.0,11.48,1,0.39,0,3
24,51000.0,RENT,8,VENTURE,B,20000.0,10.38,1,0.39,0,3
22,51000.0,RENT,5,EDUCATION,B,20000.0,12.53,1,0.39,0,3
22,51000.0,RENT,0,EDUCATION,C,20000.0,13.47,1,0.39,0,2
24,51500.0,RENT,6,VENTURE,B,20000.0,12.21,1,0.39,0,4
25,51996.0,RENT,9,VENTURE,B,20000.0,10.99,1,0.38,0,3
25,52000.0,RENT,1,EDUCATION,B,20000.0,11.36,1,0.38,0,4
22,46000.0,RENT,2,DEBTCONSOLIDATION,D,20000.0,16.0,1,0.43,1,4
26,20000.0,MORTGAGE,1,PERSONAL,A,1500.0,7.74,0,0.07,0,3
24,52000.0,RENT,8,EDUCATION,D,20000.0,15.65,1,0.38,1,2
25,46000.0,RENT,9,DEBTCONSOLIDATION,C,20000.0,11.78,1,0.43,1,2
24,52559.0,RENT,9,HOMEIMPROVEMENT,B,20000.0,10.99,1,0.38,0,3
22,47000.0,RENT,5,MEDICAL,D,20000.0,16.77,1,0.43,0,3
22,54000.0,RENT,2,EDUCATION,B,20000.0,9.91,1,0.37,0,4
23,48000.0,RENT,7,MEDICAL,D,20000.0,15.65,1,0.42,0,4
23,48000.0,RENT,0,MEDICAL,D,20000.0,14.96,1,0.42,0,3
23,54000.0,RENT,1,VENTURE,B,20000.0,11.83,1,0.37,0,4
24,48912.0,RENT,0,MEDICAL,C,20000.0,11.66,1,0.41,0,4
26,54996.0,RENT,8,EDUCATION,B,20000.0,12.18,1,0.36,0,4
24,55000.0,RENT,8,HOMEIMPROVEMENT,A,20000.0,6.91,1,0.36,0,2
25,55000.0,RENT,3,DEBTCONSOLIDATION,A,20000.0,6.91,1,0.36,0,3
